,PLAYER_NAME,TOTAL_MADE_SHOTS,TOTAL_ATTEMPTED_SHOTS,TOTAL_MISSED_SHOTS,In The Paint (Non-RA) - Center,Above the Break 3 - Center,Restricted Area - Center,Above the Break 3 - Left Side Center,Above the Break 3 - Right Side Center,Mid-Range - Center,In The Paint (Non-RA) - Right Side,Right Corner 3 - Right Side,Mid-Range - Right Side,In The Paint (Non-RA) - Left Side,Left Corner 3 - Left Side,Mid-Range - Left Side,Mid-Range - Right Side Center,Mid-Range - Left Side Center,Backcourt - Back Court,Above the Break 3 - Back Court,Dunk,Hook,Fadeaway,Step Back,Cutting,Turnaround,Floater,Jumpshot,Driving,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,height
261,Dante Exum,161,302,141,54,8,124,19,32,5,3,22,1,2,25,2,1,2,2,0,17,11,4,1,12,7,17,147,109,19.8,2.9,5.5,0.533,1,2,0.491,2,3.5,0.557,0.621,1,1.2,0.779,0.5,2.3,2.7,2.9,0.4,0.1,0.9,1.5,7.8,196
262,P.J. Washington,354,811,457,165,64,195,135,96,3,8,50,10,6,66,6,4,1,2,0,49,47,3,22,23,31,105,557,163,30.4,4.8,11.1,0.436,1.8,5.7,0.32,3,5.5,0.558,0.518,1.4,2,0.683,1.2,4.5,5.6,1.9,1,0.8,1.3,2.3,12.9,201
263,Evan Mobley,320,553,233,156,12,293,12,9,9,9,16,6,4,10,10,5,2,0,0,133,64,26,2,61,70,42,165,93,30.6,6.4,11,0.58,0.4,1.2,0.373,6,9.9,0.604,0.6,2.5,3.4,0.719,2.2,7.1,9.4,3.2,0.9,1.4,1.8,2.7,15.7,211
264,Donovan Mitchell,503,1089,586,134,124,264,198,145,36,21,13,34,5,13,27,40,34,1,0,21,4,14,128,8,24,110,787,288,35.3,9.1,19.8,0.462,3.3,9,0.368,5.8,10.8,0.539,0.545,5,5.8,0.865,0.8,4.3,5.1,6.1,1.8,0.5,2.8,2.1,26.6,190
265,Max Strus,304,728,424,42,59,190,147,156,5,1,42,3,0,72,6,2,0,3,0,26,3,8,11,39,4,23,519,100,32,4.3,10.4,0.418,2.4,6.8,0.351,1.9,3.6,0.546,0.533,1.1,1.4,0.794,0.9,3.9,4.8,4,0.9,0.4,1.6,2.4,12.2,196
266,Jarrett Allen,519,819,300,233,2,513,1,1,19,7,1,14,6,1,12,6,3,0,0,199,171,2,0,125,49,68,140,111,31.7,6.7,10.6,0.634,0,0.1,0,6.7,10.6,0.638,0.634,3,4.1,0.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5,211
267,Darius Garland,375,841,466,170,95,180,115,94,27,10,27,22,14,25,23,22,17,0,0,0,2,17,82,7,8,155,635,279,33.4,6.6,14.8,0.446,2.3,6.2,0.371,4.3,8.5,0.501,0.524,2.6,3.1,0.834,0.5,2.1,2.7,6.5,1.3,0.1,3.1,1.7,18,185
268,Georges Niang,284,632,348,103,36,90,122,95,2,8,64,15,3,79,14,1,0,0,0,0,29,4,24,20,19,87,502,137,22.3,3.5,7.7,0.449,1.8,4.8,0.376,1.6,2.9,0.572,0.567,0.6,0.7,0.85,0.3,3.1,3.4,1.2,0.4,0.2,0.9,2.3,9.4,201
269,Isaac Okoro,235,480,245,51,2,204,25,47,0,7,89,1,0,51,0,1,1,1,0,22,9,1,5,21,5,31,255,120,27.3,3.4,7,0.49,1.2,3.1,0.391,2.2,3.8,0.57,0.577,1.3,2,0.679,1,2,3,1.9,0.8,0.5,0.8,2,9.4,196
270,Caris LeVert,345,820,475,157,57,249,118,87,9,21,25,23,9,43,12,6,2,2,0,35,3,38,52,16,18,88,534,245,28.8,5.1,12.1,0.421,1.6,4.9,0.325,3.5,7.2,0.486,0.487,2.3,3,0.766,0.6,3.5,4.1,5.1,1.1,0.5,1.7,1.8,14,198
271,Craig Porter Jr.,116,228,112,50,5,82,12,10,9,5,3,13,5,3,14,9,7,1,0,10,3,14,30,9,22,37,127,83,12.7,2.3,4.5,0.509,0.2,0.7,0.353,2,3.8,0.536,0.535,0.8,1.1,0.732,0.4,1.7,2.1,2.3,0.4,0.3,0.9,0.8,5.6,188
272,Dean Wade,96,232,136,4,17,18,47,62,3,1,41,2,0,35,1,1,0,0,0,7,0,4,3,6,5,0,211,3,20.5,1.8,4.3,0.414,1.5,3.7,0.391,0.3,0.6,0.567,0.584,0.4,0.5,0.769,0.7,3.4,4,0.8,0.7,0.5,0.4,1.7,5.4,206
273,Sam Merrill,158,393,235,17,64,16,122,95,0,1,29,4,0,43,0,0,1,1,0,0,1,2,9,6,2,10,369,23,17.5,2.6,6.4,0.402,2.3,5.8,0.404,0.2,0.6,0.385,0.584,0.4,0.5,0.929,0.4,1.6,2,1.8,0.3,0.1,0.3,1.2,8,193
274,Torrey Craig,108,251,143,25,15,61,39,27,4,1,31,1,2,41,0,1,3,0,0,5,0,8,7,11,3,11,183,24,19.8,2,4.7,0.43,1.1,2.9,0.392,0.9,1.8,0.49,0.55,0.5,0.7,0.75,1.3,2.8,4.1,1.1,0.6,0.4,0.6,2.1,5.7,201
275,DeMar DeRozan,650,1355,705,253,49,301,71,34,157,9,26,98,18,45,159,57,76,1,1,26,3,130,51,11,211,83,926,338,37.8,8.2,17.2,0.48,0.9,2.8,0.333,7.3,14.3,0.509,0.507,6.6,7.7,0.853,0.5,3.8,4.3,5.3,1.1,0.6,1.7,2,24,198
276,Coby White,541,1209,668,159,120,338,210,147,15,17,29,34,8,46,41,24,17,4,0,14,4,42,80,2,26,122,828,388,36.5,6.8,15.3,0.447,2.6,7,0.376,4.2,8.3,0.508,0.534,2.8,3.3,0.838,0.6,4,4.5,5.1,0.7,0.2,2.1,2.4,19.1,196
277,Zach LaVine,170,376,206,25,42,115,62,34,8,2,14,12,2,17,13,19,11,0,0,15,4,20,59,5,6,11,243,100,34.9,6.8,15,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,196
278,Nikola Vucevic,586,1211,625,331,158,327,83,52,43,6,11,53,12,9,82,16,28,0,0,37,211,59,2,58,206,133,648,135,34.3,7.7,15.9,0.484,1.2,4.1,0.294,6.5,11.8,0.55,0.522,1.4,1.7,0.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5,18,208
279,Jevon Carter,138,365,227,40,33,20,79,60,9,5,24,18,1,37,18,12,8,1,0,0,0,9,34,0,6,42,342,53,13.9,1.9,5.1,0.378,1.1,3.3,0.329,0.8,1.8,0.466,0.484,0.1,0.1,0.571,0.2,0.7,0.8,1.3,0.5,0.2,0.5,1,5,185
280,Alex Caruso,253,541,288,53,29,128,93,85,6,4,63,3,0,62,4,4,7,0,0,17,3,9,20,14,8,24,398,77,28.7,3.6,7.6,0.468,1.9,4.7,0.408,1.6,2.9,0.563,0.593,1,1.4,0.76,0.9,3,3.8,3.5,1.7,1,1.4,2.5,10.1,196
281,Andre Drummond,267,480,213,99,0,373,0,0,0,2,0,1,0,0,2,0,0,3,0,77,72,1,0,41,34,23,32,70,17.1,3.4,6.1,0.556,0,0,0,3.4,6,0.56,0.556,1.6,2.8,0.592,3.4,5.6,9,0.5,0.9,0.6,1,1.8,8.4,211
282,Patrick Williams,159,359,200,47,12,103,38,50,22,2,27,13,4,21,8,8,4,0,0,39,3,16,8,11,15,17,241,72,27.3,3.7,8.3,0.443,1.4,3.4,0.399,2.3,4.9,0.474,0.525,1.2,1.5,0.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2,10,201
283,Ayo Dosunmu,360,719,359,86,24,267,54,64,5,7,95,20,6,57,16,8,9,1,0,14,1,3,6,5,2,85,433,229,29.1,4.7,9.5,0.501,1.6,3.9,0.403,3.2,5.6,0.568,0.583,1.1,1.4,0.81,0.7,2.1,2.8,3.2,0.9,0.5,1.4,2.2,12.2,196
284,LaMelo Ball,183,423,240,83,45,116,72,48,4,5,10,5,4,22,3,6,0,0,0,1,2,14,34,1,6,70,291,145,32.3,8.3,19.2,0.433,3.2,9,0.355,5.1,10.3,0.5,0.515,4.1,4.7,0.865,1.3,3.8,5.1,8,1.8,0.2,3.8,3.6,23.9,201
285,Brandon Miller,476,1083,607,196,96,183,163,136,31,16,47,63,7,47,44,27,23,4,0,42,5,38,36,10,31,143,863,199,32.2,6.4,14.6,0.44,2.5,6.7,0.373,3.9,8,0.495,0.524,1.9,2.3,0.827,0.8,3.4,4.3,2.4,0.9,0.6,1.8,2.5,17.3,206
286,Nick Richards,260,376,116,63,0,294,1,0,4,0,0,7,0,0,6,0,1,0,0,133,49,1,0,45,13,7,35,26,26.3,3.9,5.6,0.691,0,0,0,3.9,5.6,0.693,0.691,2,2.7,0.737,2.6,5.5,8,0.8,0.4,1.1,1.1,2.6,9.7,213
287,Bryce McGowens,101,230,129,23,7,86,30,24,5,0,28,4,1,13,5,2,2,0,0,7,4,4,5,8,0,12,132,64,14.9,1.7,3.9,0.439,0.6,1.7,0.333,1.1,2.2,0.523,0.513,1.1,1.4,0.776,0.3,1.4,1.7,0.9,0.4,0.2,0.5,1.3,5.1,201
288,Nick Smith Jr.,113,289,176,43,23,31,44,41,17,2,15,9,8,22,14,12,7,1,0,2,2,7,26,5,5,34,253,36,14.3,2.2,5.7,0.391,1.2,2.9,0.432,1,2.8,0.35,0.5,0.3,0.3,0.867,0.4,1.1,1.4,1.2,0.2,0.1,0.8,1.1,5.9,188
289,Miles Bridges,559,1210,651,185,84,416,113,155,36,7,41,28,12,50,28,29,19,7,0,70,47,51,70,19,48,71,679,365,37.4,8.1,17.5,0.462,2.3,6.5,0.349,5.8,11,0.529,0.527,2.5,3.1,0.825,1,6.3,7.3,3.3,0.9,0.5,2,1.7,21,201
290,Cody Martin,82,215,133,20,13,60,24,17,7,3,10,13,2,22,9,9,6,0,0,7,5,12,11,7,10,11,142,38,26.9,2.9,7.7,0.381,1,3.1,0.314,2,4.6,0.426,0.444,0.7,1.2,0.606,0.7,3.2,3.9,3.7,1.1,0.6,1.6,1.7,7.5,196
291,Mikal Bridges,564,1294,730,220,87,261,164,130,26,17,105,66,25,100,43,24,20,5,1,21,1,153,25,34,48,73,967,223,34.8,6.9,15.8,0.436,2.7,7.2,0.372,4.2,8.6,0.49,0.521,3.1,3.9,0.814,0.8,3.7,4.5,3.6,1,0.4,2,1.4,19.6,198
292,Dorian Finney-Smith,215,511,296,32,49,131,67,94,1,3,63,4,0,61,4,0,0,2,0,29,2,2,7,16,4,20,364,68,28.4,3.2,7.5,0.421,1.7,4.9,0.348,1.4,2.6,0.56,0.535,0.5,0.7,0.717,1.6,3.1,4.7,1.6,0.8,0.6,0.9,2.2,8.5,201
293,Cam Thomas,526,1190,664,267,112,206,121,104,56,17,21,70,29,37,77,26,46,1,0,2,4,65,171,4,38,181,914,360,31.4,8,18,0.442,2.2,6,0.364,5.8,12,0.481,0.503,4.3,5.1,0.856,0.4,2.8,3.2,2.9,0.7,0.2,1.9,2.1,22.5,193
294,Day'Ron Sharpe,168,294,126,50,4,224,3,4,1,0,4,2,0,0,2,0,0,0,0,50,40,2,1,43,20,7,27,30,15.1,2.8,4.8,0.571,0.1,0.2,0.267,2.7,4.6,0.588,0.578,1.2,2,0.61,2.6,3.7,6.4,1.4,0.4,0.7,1.1,2.1,6.8,211
295,Dennis Smith Jr.,147,338,191,48,16,149,37,15,12,1,25,3,2,15,6,7,1,1,0,28,2,9,21,7,10,9,163,103,18.9,2.6,6,0.435,0.6,1.9,0.294,2.1,4.1,0.502,0.482,0.8,1,0.741,0.9,2,2.9,3.6,1.2,0.2,1.2,2.2,6.6,188
296,Lonnie Walker IV,208,492,284,43,55,102,69,83,31,6,28,19,1,35,3,9,7,1,0,9,3,5,39,4,6,29,376,98,17.4,3.6,8.5,0.423,1.8,4.7,0.384,1.8,3.8,0.471,0.528,0.8,1,0.763,0.2,2,2.2,1.3,0.6,0.3,0.9,1.2,9.7,193
297,Cameron Johnson,276,619,343,65,65,127,84,83,14,5,56,19,6,64,9,10,11,1,0,21,1,15,22,15,9,27,460,106,27.6,4.8,10.7,0.446,2.4,6.1,0.391,2.4,4.6,0.519,0.557,1.5,1.9,0.789,0.9,3.4,4.3,2.4,0.8,0.3,1,1.8,13.4,203
298,Trendon Watford,164,311,147,95,10,121,11,23,1,6,11,6,6,13,6,1,1,0,0,7,7,6,1,11,10,83,169,131,13.6,2.6,4.9,0.527,0.4,1.1,0.397,2.2,3.9,0.564,0.571,1.2,1.5,0.794,0.8,2.3,3.1,1.3,0.4,0.3,1,1.7,6.9,206
299,Nic Claxton,366,582,216,154,0,396,0,1,4,5,2,2,6,2,7,1,2,0,0,191,129,1,0,42,56,32,62,87,29.8,5.2,8.2,0.629,0,0.1,0.2,5.1,8.1,0.633,0.63,1.5,2.8,0.551,2.7,7.2,9.9,2.1,0.6,2.1,1.3,2.5,11.8,211
300,Jrue Holiday,331,689,358,120,44,148,104,82,13,9,40,16,13,51,29,12,7,1,0,7,19,34,70,25,39,38,457,134,32.8,4.8,10,0.48,2,4.7,0.429,2.8,5.3,0.526,0.581,0.9,1,0.833,1.2,4.2,5.4,4.8,0.9,0.8,1.8,1.6,12.5,193
301,Jaylen Brown,627,1256,629,240,58,398,145,119,39,8,42,39,16,46,42,31,33,0,0,94,17,116,84,39,106,63,666,325,33.5,9,17.9,0.499,2.1,5.9,0.354,6.9,12.1,0.57,0.557,3,4.3,0.703,1.2,4.3,5.5,3.6,1.2,0.5,2.4,2.6,23,198
302,Jayson Tatum,672,1426,754,156,156,398,231,180,28,12,20,68,14,22,67,36,38,0,0,92,3,118,194,24,88,61,877,378,35.7,9.1,19.3,0.471,3.1,8.2,0.376,6,11,0.542,0.552,5.6,6.7,0.833,0.9,7.2,8.1,4.9,1,0.6,2.5,2,26.9,203
303,Kristaps Porzingis,388,752,364,149,101,213,98,84,35,15,6,6,10,2,10,9,12,2,0,96,12,27,23,54,110,18,481,43,29.6,6.8,13.2,0.516,1.9,5.1,0.375,4.9,8.1,0.606,0.589,4.5,5.3,0.858,1.7,5.5,7.2,2,0.7,1.9,1.6,2.7,20.1,218
304,Sam Hauser,249,558,309,21,61,46,139,139,4,5,72,5,2,51,5,5,0,2,1,9,0,4,6,14,5,13,504,22,22,3.2,7.1,0.446,2.5,5.9,0.424,0.7,1.2,0.559,0.623,0.2,0.2,0.895,0.6,2.9,3.5,1,0.5,0.3,0.4,1.3,9,203
305,Luke Kornet,142,203,61,18,0,180,0,1,0,0,0,2,1,0,1,0,0,0,0,82,7,0,0,44,6,3,4,3,15.6,2.3,3.2,0.7,0,0,1,2.2,3.2,0.698,0.702,0.8,0.9,0.907,1.9,2.3,4.1,1.1,0.4,1,0.3,1.2,5.3,218
306,Derrick White,387,839,452,134,82,137,161,141,12,16,66,10,12,45,8,11,4,0,0,13,3,6,25,16,7,117,665,190,32.6,5.3,11.5,0.461,2.7,6.8,0.396,2.6,4.7,0.555,0.578,1.9,2.1,0.901,0.7,3.5,4.2,5.2,1,1.2,1.5,2.1,15.2,193
307,Payton Pritchard,297,635,338,58,52,112,105,116,13,7,48,24,3,56,10,13,13,5,0,0,0,14,51,3,4,10,494,93,22.3,3.6,7.7,0.468,1.8,4.7,0.385,1.8,3.1,0.593,0.583,0.6,0.7,0.821,0.9,2.4,3.2,3.4,0.5,0.1,0.7,1.3,9.6,185
308,Al Horford,214,419,205,40,26,102,53,74,1,4,61,8,1,44,4,0,1,0,0,19,31,3,1,20,22,4,280,31,26.8,3.3,6.4,0.511,1.7,4,0.419,1.6,2.5,0.658,0.64,0.4,0.5,0.867,1.3,5.1,6.4,2.6,0.6,1,0.7,1.4,8.6,206
309,Dejounte Murray,672,1463,791,299,148,308,180,89,67,13,55,37,29,81,98,17,41,1,0,16,1,58,34,4,52,145,1095,353,35.7,8.6,18.8,0.459,2.6,7.1,0.363,6,11.7,0.518,0.528,2.7,3.4,0.794,0.8,4.5,5.3,6.4,1.4,0.3,2.6,1.8,22.5,196
310,Jalen Johnson,359,702,343,177,39,284,47,52,7,4,32,8,2,29,16,1,3,1,0,105,6,26,11,45,48,92,372,170,33.7,6.4,12.5,0.511,1.3,3.6,0.355,5.1,9,0.574,0.562,1.9,2.6,0.728,1.3,7.4,8.7,3.6,1.2,0.8,1.8,2.4,16,206
311,Bogdan Bogdanovic,471,1100,629,160,57,177,244,191,12,5,72,42,12,72,28,14,8,5,1,9,5,39,73,8,22,99,886,196,30.4,6,13.9,0.428,3,8.1,0.374,2.9,5.8,0.503,0.537,1.9,2.1,0.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9,196
312,De'Andre Hunter,304,663,359,96,50,130,78,75,21,6,46,32,7,55,39,15,13,0,0,18,3,19,40,14,31,49,513,117,29.5,5.3,11.6,0.459,2.1,5.3,0.385,3.3,6.3,0.521,0.547,2.9,3.4,0.847,0.5,3.4,3.9,1.5,0.7,0.3,1.5,2.6,15.6,203
313,Clint Capela,353,618,265,125,0,485,0,0,0,2,0,1,1,0,2,1,0,1,0,156,109,2,0,76,36,9,12,45,25.8,4.8,8.5,0.571,0,0,0,4.8,8.5,0.572,0.571,1.8,2.8,0.631,4.6,6,10.6,1.2,0.6,1.5,1,2.2,11.5,208
314,Saddiq Bey,290,697,407,84,23,229,116,41,4,2,49,9,0,128,10,1,0,1,0,46,9,16,23,20,20,13,405,111,32.7,4.6,11.1,0.416,1.8,5.7,0.316,2.8,5.4,0.522,0.497,2.7,3.2,0.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4,13.7,201
315,Garrison Mathews,103,226,123,13,31,12,51,45,1,0,36,3,0,30,3,0,1,0,0,0,0,4,11,1,1,9,213,13,15,1.6,3.4,0.456,1.3,2.9,0.44,0.3,0.5,0.545,0.644,0.5,0.6,0.81,0.3,1.1,1.4,0.6,0.3,0.1,0.3,1.7,4.9,196
316,Onyeka Okongwu,223,365,142,66,2,227,7,8,0,0,32,2,0,19,0,0,1,1,0,89,38,0,0,67,17,9,82,30,25.5,4.1,6.6,0.611,0.4,1.3,0.333,3.6,5.4,0.676,0.642,1.7,2.1,0.793,2.6,4.2,6.8,1.3,0.5,1.1,0.8,2.9,10.2,203
317,Trae Young,433,1008,575,240,162,149,160,114,28,12,15,25,13,12,29,26,17,5,1,1,0,11,149,4,5,252,811,387,36,8,18.7,0.43,3.2,8.7,0.373,4.8,10,0.479,0.516,6.4,7.5,0.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2,25.7,185
